
..................TÜRKİYE VE YAKIN ÇEVRESİNDEKİ SON DEPREMLER....................
.....BÖLGESEL DEPREM-TSUNAMİ İZLEME VE DEĞERLENDİRME MERKEZİ HIZLI ÇÖZÜMLERİ.....
......(YAPAY SARSINTI ANALİZİ YAPILMAMIŞTIR) Son 500 deprem listelenmiştir......
                                                        Büyüklük
Tarih      Saat      Enlem(N)  Boylam(E) Derinlik(km)  MD   ML   Mw    Yer                                             Çözüm Niteliği
2021.04.21 11:11:28  36.5288   34.2217        1.8      -.-  1.2  -.-   KUMKUYU-ERDEMLI (MERSIN)                          İlksel
2021.04.21 11:09:45  39.1202   28.1228        7.5      -.-  1.4  -.-   SINANDEDE-SINDIRGI (BALIKESIR)                    İlksel
2021.04.21 11:04:59  39.1055   37.5392       26.2      -.-  1.8  -.-   SECENYURDU-KANGAL (SIVAS)                         İlksel
2021.04.21 11:01:08  37.5837   29.1848        0.0      -.-  1.7  -.-   SARIABAT-TAVAS (DENIZLI)                          İlksel
2021.04.21 10:57:16  35.6788   27.4363       16.0      -.-  1.9  -.-   AKDENIZ                                           İlksel
2021.04.21 10:32:21  36.2675   27.2500        7.8      -.-  2.3  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 10:01:47  38.0520   38.1800        8.9      -.-  2.2  -.-   PINARBASI-CELIKHAN (ADIYAMAN)                     İlksel
2021.04.21 09:58:00  36.4207   27.0993        6.5      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 09:34:52  35.8335   31.5445       15.1      -.-  2.4  -.-   AKDENIZ                                           İlksel
2021.04.21 09:20:57  38.1497   27.5960        5.4      -.-  2.3  -.-   TOKATBASI-BAYINDIR (IZMIR)                        İlksel
2021.04.21 09:19:01  36.3793   27.1288        9.9      -.-  2.4  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 09:14:11  37.9300   26.9012       23.9      -.-  1.2  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2021.04.21 08:46:41  36.7065   27.0170      123.1      -.-  3.2  3.2   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 08:28:07  37.4778   29.4563        4.1      -.-  1.2  -.-   CORUM-ACIPAYAM (DENIZLI)                          İlksel
2021.04.21 08:07:20  36.4055   27.1655        5.0      -.-  2.3  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 07:36:49  37.8943   26.8735       14.0      -.-  2.1  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2021.04.21 07:32:19  36.3972   27.1450        1.5      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 07:17:13  36.4203   27.1532        6.9      -.-  2.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 07:15:57  39.0783   25.9793        6.9      -.-  2.9  -.-   MIDILLI ADASI (EGE DENIZI)                        İlksel
2021.04.21 07:02:53  36.3628   27.3012        7.9      -.-  1.5  -.-   KOS ADASI (AKDENIZ)                               İlksel
2021.04.21 07:00:18  36.3635   27.2743        2.2      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 06:51:36  36.4135   27.1803        5.0      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 06:45:53  36.5052   27.0680       16.7      -.-  1.7  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 05:20:57  39.0987   26.0165        7.4      -.-  2.3  -.-   MIDILLI ADASI (EGE DENIZI)                        İlksel
2021.04.21 05:20:24  36.3762   27.2417       14.2      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 05:16:44  36.4522   27.0827        7.5      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 04:36:50  36.4063   27.0877        1.9      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 04:20:06  36.4063   27.1603        5.0      -.-  2.0  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 04:12:07  36.4702   27.0382        9.8      -.-  2.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 03:42:49  37.9020   26.8728        5.5      -.-  1.9  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2021.04.21 03:29:57  38.7758   27.7397        6.9      -.-  1.8  -.-   KEMIKLIDERE-SARUHANLI (MANISA)                    İlksel
2021.04.21 03:16:12  36.4420   27.1325        9.0      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 03:14:42  36.4340   27.0412        6.7      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 03:05:54  36.4335   27.1608       14.5      -.-  1.5  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:51:23  36.1952   23.9283       24.2      -.-  2.0  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2021.04.21 02:45:05  38.9813   26.0437        8.4      -.-  2.4  -.-   EGE DENIZI                                        İlksel
2021.04.21 02:43:25  36.4112   27.0688        5.0      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:40:47  36.3995   27.2425        5.0      -.-  1.7  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:39:28  36.3977   27.1583        2.6      -.-  2.0  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:24:55  36.5115   27.0423        9.5      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:10:50  36.4193   27.1708        8.5      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 02:03:29  37.8415   26.8817       24.4      -.-  1.4  -.-   SISAM ADASI (EGE DENIZI)                          İlksel
2021.04.21 01:48:48  37.7900   26.9525        7.6      -.-  1.3  -.-   SISAM ADASI (EGE DENIZI)                          İlksel
2021.04.21 01:34:25  36.2893   27.3172       11.3      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 01:20:40  36.4590   27.1820        5.0      -.-  1.7  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 01:19:34  36.3870   27.1858        8.5      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 01:15:01  36.4112   27.1583        5.4      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 01:10:33  36.3963   27.1745        5.0      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:57:08  39.3140   27.6722        4.4      -.-  1.7  -.-   GOKTAS-SOMA (MANISA)                              İlksel
2021.04.21 00:55:52  36.4495   27.1450       12.8      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:46:07  37.8452   26.8712       22.6      -.-  1.6  -.-   SISAM ADASI (EGE DENIZI)                          İlksel
2021.04.21 00:44:51  37.1147   36.8472        4.6      -.-  1.8  -.-   DURMUSLAR-NURDAGI (GAZIANTEP)                     İlksel
2021.04.21 00:40:58  36.4657   27.2058        5.0      -.-  2.0  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:37:35  36.5035   27.2325        4.9      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:36:22  36.3762   27.1233        9.7      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:32:09  36.4997   27.4803        5.0      -.-  2.0  -.-   AKDENIZ                                           İlksel
2021.04.21 00:30:51  36.3790   27.2187        5.0      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:29:38  38.6627   43.6668       10.8      -.-  3.1  -.-   ERCEK-(VAN)                                       İlksel
2021.04.21 00:27:45  39.0973   28.1317       12.4      -.-  1.7  -.-   HANPASA-AKHISAR (MANISA)                          İlksel
2021.04.21 00:23:41  36.4003   27.2027        7.2      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:23:02  36.4548   27.2437       10.8      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:16:37  36.4147   27.1505        7.6      -.-  2.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:14:24  36.4335   27.1245        4.1      -.-  2.4  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:12:03  36.4345   27.1213        6.8      -.-  3.4  3.6   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.21 00:05:01  40.4857   34.1713        7.5      -.-  3.0  -.-   KULA-SUNGURLU (CORUM)                             İlksel
2021.04.20 23:44:24  36.3623   27.1627        5.4      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 23:40:29  36.3830   27.2167        2.2      -.-  1.7  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 23:22:31  36.4467   27.0915        4.6      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 23:11:05  36.3738   27.2035       15.9      -.-  1.8  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:55:12  36.3350   27.2187        5.4      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:50:48  36.4018   27.1672       13.3      -.-  2.0  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:44:08  36.3660   27.1792        5.5      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:41:46  36.4097   27.1643        4.9      -.-  2.5  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:38:51  36.4483   27.1422        5.0      -.-  2.6  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:31:57  36.4318   27.0598        6.4      -.-  3.3  3.4   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:26:35  36.3458   27.2707       25.4      -.-  2.2  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 22:21:45  37.8837   27.0300        5.0      -.-  1.8  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2021.04.20 22:12:30  36.3618   27.2775        3.1      -.-  2.0  -.-   KOS ADASI (AKDENIZ)                               İlksel
2021.04.20 21:36:59  36.3517   27.2207        5.5      -.-  2.0  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 21:00:50  36.3625   27.2407        4.1      -.-  2.3  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 20:52:07  36.3585   27.2415       14.0      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 20:47:06  36.3568   27.2188        8.9      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 20:41:53  36.3338   27.2850        5.0      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 20:17:50  40.9063   31.6830        5.1      -.-  3.1  3.0   MESCICELE-(BOLU)                                  İlksel
2021.04.20 19:31:41  38.5863   43.0042        5.0      -.-  1.6  -.-   VAN GOLU                                          İlksel
2021.04.20 19:21:21  36.3267   27.2152        7.7      -.-  1.9  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 19:12:59  38.6230   43.0063        6.0      -.-  2.0  -.-   VAN GOLU                                          İlksel
2021.04.20 19:10:14  38.5942   43.0295        5.0      -.-  3.5  -.-   VAN GOLU                                          İlksel
2021.04.20 19:08:42  39.1220   28.1597        5.0      -.-  2.1  -.-   KINIK-SINDIRGI (BALIKESIR)                        İlksel
2021.04.20 18:40:02  36.3180   27.2330       43.5      -.-  3.2  3.2   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 18:37:14  39.1297   28.1188        2.4      -.-  2.1  -.-   SINANDEDE-SINDIRGI (BALIKESIR)                    İlksel
2021.04.20 17:32:19  36.4193   27.0437        8.0      -.-  3.7  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2021.04.20 17:15:31  39.3225   26.0260       11.5      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        İlksel
2021.04.20 17:09:21  37.8578   27.1385        5.0      -.-  2.0  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2021.04.20 17:08:02  38.5052   39.2532        5.0      -.-  3.5  3.6   GOZEBASI-(ELAZIG)                                 İlksel
2021.04.20 16:54:53  36.3703   27.2703        9.7      -.-  2.1  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel

